Artikel;Price EUR;RG
52108261008;562,2;17
52108218146;375,35;17
52107136656;858,57;17
52107015309;780,51;17
52107213210;490,86;17
52107015521;724,7;17
52109127300;344,92;17
52109165409;351,23;17
52108499293;904,63;17
52107303347;799,46;17
52208216268;26,73;17
52207918656;112,6;17
52107340397;342,53;17
52108011608;621,66;17
52107146502;335,16;17
52107281479;400,49;17
52107327541;474,81;17
52107054381;803,87;17
52107155562;576,27;17
52108267632;227,39;17
52109071903;456,52;17
52108176101;333,27;17
52108175736;138,42;17
52108253793;563,04;17
52107076614;559,34;17
52107897756;588,94;17
52207918659;112,6;17
52107457682;599,24;17
52108207644;310,53;17
52108019755;645,54;17
52107008144;396,33;17
52107035674;481,87;17
52107004845;372,96;17
52107153366;858,57;17
52108177384;802;17
52107327578;477,13;17
52107139631;265,14;17
52109127299;344,92;17
52108267856;391,93;17
52207141894;74,04;17
52107902073;640,3;17
52109148060;372,31;17
52107147755;439;17
52208221533;10,82;17
52108191912;791,46;17
52106998604;488,45;17
52107317875;498,54;17
52103453584;530,12;17
52107966648;1064,36;17
52108200266;134,58;17
52107017106;874,78;17
52108042491;1069,72;17
52107018441;966,99;17
52107035675;484,29;17
52107139675;322,65;17
52108015669;4383,65;17
52107007912;361,02;17
52107015517;854,27;17
52107155536;573,51;17
52107155566;590,69;17
52107374883;154,04;17
52202756238;105,4;17
52102757676;279,49;17
52100394218;2034,17;17
52207076561;333,84;17
52107048448;576,27;17
52100309628;3446,96;17
52107245917;267,18;17
52209120387;148,02;17
52107117055;520,95;17
52107048443;606,6;17
52107122110;782,83;17
52103421904;530,12;17
52207269450;38,06;17
52103448575;530,12;17
52107229616;439,11;17
52108224711;498,14;17
52107902074;640,3;17
52107048430;573,51;17
52107045671;277,16;17
52108016147;473,13;17
52107462152;351,08;17
52207067058;64,19;17
52107377089;779,84;17
52107115748;930,86;17
52107903279;989,22;17
52107155557;511,1;17
52208158849;346,29;17
52207902102;993,92;17
52208218981;162,84;17
52207229794;110,45;17
52207065546;204,46;17
52207162492;238,89;17
52207155729;714,34;17
52207045662;231,93;17
52208258115;233,14;17
52207212255;660,81;17
52203410356;411,9;17
52208254384;14,6;17
52202754105;267,07;17
52207000877;714,34;17
52207027821;149,35;17
52207044278;20,77;17
52202753566;61,8;17
52208251482;311,65;17
52207269222;75,58;17
52207051323;173,08;17
52207212257;660,81;17
52206969578;151,78;17
52207162502;238,89;17
52207046825;135,81;17
52208225778;291,25;17
52206971685;238,89;17
52207918662;247,01;17
52207071608;170,29;17
52209139556;210,64;17
52207071583;213,49;17
52207135906;65,54;17
52207213543;113,17;17
52207019635;487,35;17
52207213548;158,86;17
52208260268;143,63;17
52207029381;131,77;17
52207159623;211,13;17
52207077928;286,35;17
52208199876;276,11;17
52207901431;588,66;17
52207068331;181,72;17
52208216239;225,08;17
52207065558;346,01;17
52202753285;261,57;17
52208261240;727,19;17
52208074954;245,99;17
52208224729;727,19;17
52209805209;382,42;17
52207032834;70,75;17
52202756752;267,07;17
52209172890;499,73;17
52207160473;181,45;17
52208216382;219,19;17
52207918558;392,55;17
52207019685;201,92;17
52207213600;199,27;17
52207213520;154,19;17
52207051360;329,69;17
52207146958;306,69;17
52207133056;276,94;17
52207160683;158,86;17
52208225842;127,28;17
52207160641;231,92;17
52208251451;211,17;17
52207132990;49,27;17
52206971686;238,89;17
52209110010;70,76;17
52209165520;261,57;17
52207132996;168,69;17
52208205769;162,84;17
52208258144;284,48;17
52207000875;714,34;17
52207216195;154,19;17
52208216603;250,48;17
52208213477;365,49;17
52207369529;447,78;17
52203410374;173,86;17
52203413548;102,45;17
52207133146;329,69;17
52207901597;238,89;17
52207047407;332,66;17
52207132999;104,72;17
52209172887;499,73;17
52207141915;127,88;17
52209137392;198,66;17
52203413579;268,36;17
52202756705;267,07;17
52209125152;196,87;17
52208199887;332,31;17
52207062952;276,94;17
52206977154;196,87;17
52207069854;103,25;17
52207136454;173,08;17
52207898784;212,08;17
52207141910;127,88;17
52207411408;487,31;17
52208258402;286,35;17
52208258669;143,63;17
52207021770;499,73;17
52206969892;329,69;17
52209170820;139,58;17
52208036397;235,9;17
52207032814;68,33;17
52209165509;105,4;17
52209173044;491,48;17
52208254974;309,08;17
52208199856;242,01;17
52209158944;168,64;17
52207032836;70,75;17
52207009753;231,48;17
52207032824;70,75;17
52207044338;240,96;17
52207136480;329,69;17
52207022268;201,92;17
52208216381;219,19;17
52207019677;365,13;17
52208039572;242,99;17
52203413567;134,95;17
52207905042;586,11;17
52207051322;173,08;17
52208258097;203,65;17
52207051311;173,08;17
52207048496;228,31;17
52207380109;436,86;17
52207136463;276,94;17
52207115563;232,45;17
52202753286;261,57;17
52207059006;295,28;17
52207902107;269,96;17
52206975800;138,41;17
52207118953;121,23;17
52209112390;196,87;17
52206962957;287,99;17
52207457273;118,8;17
52207122295;345,9;17
52207400633;191,28;17
52207027760;586,11;17
52209158950;168,64;17
52209125165;309,07;17
52207890422;170,46;17
52207045639;127,28;17
52208216601;266,05;17
52208158851;346,29;17
52207394296;291,25;17
52202499877;162,53;17
52207045767;77,27;17
52207269464;73,39;17
52206966686;100,96;17
52207070016;344,17;17
52208258108;135,81;17
52207076314;204,46;17
52207027766;714,34;17
52207116696;54,66;17
52202996446;200,31;17
52207156126;156,94;17
52207116145;226,35;17
52208254933;226,35;17
52208214942;147,42;17
52207076327;137,67;17
52207903039;262,08;17
52209158937;75,72;17
52202758213;163,69;17
52207136442;173,08;17
52208198169;346,29;17
52207369593;180,93;17
52207159625;211,13;17
52209172892;499,73;17
52208255034;287,24;17
52208241594;660,81;17
52209175459;220,86;17
52207132994;104,72;17
52208097683;243,52;17
52207246602;224,4;17
52208216484;97,72;17
52207069110;365,13;17
52207133020;173,08;17
52207117720;103,25;17
52209175473;220,86;17
52208158852;346,29;17
52207032827;161,24;17
52207051370;276,94;17
52203413577;268,36;17
52207254600;584,61;17
52202996448;200,31;17
52207115605;141,34;17
52207141962;165,2;17
52207216198;156,81;17
52207021774;499,73;17
52207380346;298,53;17
52206969881;173,95;17
52207076344;100,96;17
52207045406;181,72;17
52207048594;137,27;17
52208024089;334,11;17
52207896794;161,43;17
52207035039;901,73;17
52208253933;152,93;17
52207027823;149,35;17
52209175458;220,86;17
52207051325;276,94;17
52207022131;171,43;17
52207135883;75,59;17
52209139557;210,64;17
52208199851;242,01;17
52209112406;154,19;17
52209806544;80,16;17
52208258693;286,35;17
52202996464;309,07;17
52208198138;150,3;17
52208094292;245,99;17
52208254925;135,81;17
52208258130;278,99;17
52207902128;303,07;17
52207254602;584,61;17
52207000876;714,34;17
52209125186;309,07;17
52202996450;309,07;17
52207048759;222,73;17
52208197542;311,65;17
52209805252;76,6;17
52207213606;199,27;17
52207229659;117,33;17
52207115599;714,34;17
52207035034;901,73;17
52200306843;69,27;17
52207939414;136,42;17
52207048758;222,73;17
52208159579;250,1;17
52203413578;268,36;17
52208258133;270,83;17
52208225848;210,83;17
52200306842;69,27;17
52207047362;127,28;17
52202665422;243,52;17
52207427415;158,42;17
52208039602;72,72;17
52207019415;901,73;17
52207398232;117,9;17
52207122718;270,83;17
52208062017;244,76;17
52203413547;101,94;17
52207026702;270,83;17
52207369130;246,18;17
52208253924;276,11;17
52209125200;309,07;17
52207160483;151,78;17
52207160477;75,59;17
52209113054;355,18;17
52208262073;314,71;17
52203413573;268,36;17
52207152340;156,81;17
52207068358;181,72;17
52207046806;153,86;17
52207411668;487,31;17
52208193057;121,1;17
52209113067;355,18;17
52208258147;293,06;17
52209158972;185,02;17
52208197298;238,22;17
52208254953;278,99;17
52209172881;499,73;17
52207439401;219,19;17
52209119132;251,64;17
52207115601;210,83;17
52207019646;487,35;17
52207122239;497,83;17
52209125153;309,07;17
52208254934;210,18;17
52208199800;250,48;17
52206971674;238,89;17
52209119114;235,9;17
52208254929;135,81;17
52207000889;586,11;17
52207133118;329,69;17
52207022134;203,36;17
52207250662;156,08;17
52207027577;111,69;17
52207032818;68,33;17
52208198180;727,19;17
52207077924;286,35;17
52207136432;105,43;17
52208216600;250,48;17
52208199808;266,05;17
52207212348;273,96;17
52202756232;91,96;17
52208019503;205,64;17
52206975864;242,22;17
52206972913;224,4;17
52208218995;160,92;17
52208158840;346,29;17
52207479591;219,19;17
52207439410;219,19;17
52207036436;238,22;17
52208159567;250,1;17
52207213545;154,19;17
52207131688;295,28;17
52207254610;584,61;17
52207047374;154,54;17
52207146884;157,27;17
52203411997;128,94;17
52207161239;157,27;17
52208158865;346,29;17
52207411403;487,31;17
52208258084;127,28;17
52207902914;226,35;17
52209112387;196,87;17
52207902108;269,96;17
52207075262;363,23;17
52207146880;237,08;17
52207408176;257,19;17
52207264347;110,45;17
52208258129;270,83;17
52208254948;278,99;17
52207115586;246,18;17
52206972903;304,43;17
52207145410;104,72;17
52207046791;131,77;17
52207903013;222,73;17
52209805208;309,58;17
52207047652;111,73;17
52207407605;238,98;17
52209805211;376,4;17
52207411919;425,16;17
52207045644;154,54;17
52207043149;203,65;17
52207213546;154,19;17
52207246594;224,4;17
52209173039;491,48;17
52207901328;132,42;17
52207115595;586,11;17
52207146306;365,13;17
52207901332;586,11;17
52207047506;74,67;17
52207046815;162,54;17
52207469957;243,52;17
52208158850;346,29;17
52202754108;267,07;17
52207115386;161,99;17
52207132992;168,69;17
52207400641;447,78;17
52209125184;309,07;17
52207066446;207,99;17
52207047654;111,73;17
52207049418;588,66;17
52207122328;314,71;17
52202996443;196,87;17
52207047464;68,33;17
52209805206;309,58;17
52208172115;76,27;17
52207161271;251,64;17
52207895608;586,11;17
52207898783;212,08;17
52208015671;202,01;17
52208199886;332,31;17
52208197617;236,72;17
52207213559;246,99;17
52208262059;314,71;17
52208225897;172,08;17
52207044306;291,25;17
52207052958;346,29;17
52207250701;78,6;17
52207160650;270,83;17
52208258403;284,94;17
52206966318;168,69;17
52208197618;236,72;17
52203410376;172,99;17
52202756753;267,07;17
52207049386;162,53;17
52207469948;244,76;17
52209808825;165,84;17
52208197591;346,29;17
52208197291;238,22;17
52207051326;276,94;17
52208199863;266,05;17
52208251422;216,83;17
52207066735;168,69;17
52207019419;901,73;17
52207146303;365,13;17
52209113053;355,18;17
52207027847;131,12;17
52207161240;157,27;17
52207905054;238,98;17
52208216243;225,08;17
52206964818;289,76;17
52208254299;236,72;17
52207032838;150,75;17
52209173019;660,81;17
52207077242;213,49;17
52207216193;113,17;17
52208267107;70,96;17
52207433674;484,16;17
52207026555;586,11;17
52207049343;727,19;17
52203413575;268,36;17
52207896811;131,18;17
52207213547;154,19;17
52207346425;85,19;17
52207000578;132,29;17
52205A06037;244,76;17
52208251448;311,65;17
52209113057;355,18;17
52209173037;499,73;17
52209125148;196,87;17
52208198357;207,99;17
52203410357;411,9;17
52207046823;135,81;17
52207136453;173,08;17
52208251486;225,08;17
52208159568;170,58;17
52207122832;203,65;17
52208253920;152,93;17
52208199860;250,48;17
52208258146;284,48;17
52208216348;727,19;17
52208225766;149,35;17
52207902270;81,33;17
52209112405;156,81;17
52208224757;141,53;17
52207439411;219,19;17
52207077246;170,29;17
52202756706;267,07;17
52207047651;111,73;17
52207076325;137,67;17
52209119133;251,64;17
52207122717;270,83;17
52209175468;220,86;17
52207066444;207,99;17
52207212271;681,46;17
52208214965;284,48;17
52207902908;60,16;17
52208052276;486,63;17
52203413542;101,94;17
52207156212;141,34;17
52207292618;286,37;17
52206964823;289,76;17
52207127820;141,55;17
52202753288;261,57;17
52207115389;113,89;17
52208225750;68,92;17
52209112392;196,87;17
52206971684;238,89;17
52203410352;222,55;17
52207160652;270,83;17
52207076560;168,94;17
52208258116;233,14;17
52208199803;250,48;17
52206971678;238,89;17
52202752509;80,77;17
52209172891;499,73;17
52207408175;385,77;17
52209112389;196,87;17
52206964822;289,76;17
52207049382;162,53;17
52207162482;92,13;17
52208197546;346,29;17
52202899328;114,72;17
52203422149;443,47;17
52207069031;124,18;17
52207069866;327,13;17
52207411406;487,31;17
52207212244;660,81;17
52208039412;209,95;17
52207212245;660,81;17
52208254940;135,81;17
52207162493;238,89;17
52207051366;329,69;17
52207068332;181,72;17
52207039807;63,4;17
52206978245;154,19;17
52207164271;154,19;17
52207213621;199,27;17
52207155238;210,83;17
52207142283;173,02;17
52208241442;131,35;17
52207411401;487,31;17
52207118951;121,23;17
52207213604;199,27;17
52207019648;487,35;17
52208214719;131,12;17
52205A06039;244,76;17
52202756745;272,02;17
52207141909;127,88;17
52207069633;17,34;17
52207009450;586,11;17
52207162503;238,89;17
52207076334;346,01;17
52207026701;270,83;17
52207213549;156,81;17
52207890426;154,54;17
52209173021;660,81;17
52207007265;200,35;17
52207380110;291,25;17
52209119120;157,27;17
52206962992;287,99;17
52207027855;210,83;17
52207047410;224,02;17
52207052976;727,19;17
52208215011;619,45;17
52203411773;48,33;17
52207903036;262,08;17
52209173035;491,48;17
52203413571;268,36;17
52207469956;243,52;17
52207000577;130,46;17
52207122720;270,83;17
52203413568;134,95;17
52207068344;338,06;17
52207045763;131,36;17
52207027811;436,86;17
52207213550;156,81;17
52203413544;102,45;17
52208056934;145,12;17
52207251372;197,23;17
52203413562;134,95;17
52207027835;291,25;17
52207427417;158,42;17
52207901268;993,92;17
52209124688;168,69;17
52207156438;114,42;17
52207122816;586,11;17
52207027858;209,81;17
52208214963;284,48;17
52209175461;220,86;17
52206972901;304,43;17
52207153221;203,65;17
52207027833;291,25;17
52208225847;209,81;17
52207045642;154,54;17
52207411669;487,31;17
52203413550;102,45;17
52207118672;57,66;17
52208177129;201,61;17
52208197692;162,53;17
52208258096;203,65;17
52207070032;263,84;17
52207380145;425,16;17
52208176638;374,76;17
52207159621;211,13;17
52207843955;158,86;17
52202498748;224,59;17
52203421311;0,35;17
52207155229;436,86;17
52207116695;54,66;17
52209173041;491,48;17
52207135901;181,45;17
52207047620;236,72;17
52208039411;209,95;17
52208216226;173,16;17
52208251600;311,65;17
52207065545;306,69;17
52208254960;135,81;17
52207470000;245,99;17
52209139453;690,04;17
52207049538;588,66;17
52208212459;346,29;17
52207021451;201,92;17
52206968820;89,8;17
52207353240;391,41;17
52207164273;156,81;17
52208225878;306,18;17
52207213607;199,27;17
52208254930;135,81;17
52203410355;222,55;17
52209173022;660,81;17
52207069067;258,29;17
52207047605;150,3;17
52207022264;201,92;17
52207159629;140,76;17
52207076315;306,69;17
52207071584;213,49;17
52208212467;311,65;17
52207135840;150,43;17
52207045711;135,81;17
52209125149;196,87;17
52208216604;266,05;17
52202493827;682,59;17
52208199793;231,48;17
52207902269;127,81;17
52208258694;286,35;17
52207007266;200,35;17
52208216504;117,39;17
52209125196;309,07;17
52208038688;209,95;17
52208254923;139,9;17
52207213608;199,27;17
52207141961;165,2;17
52206951870;69,69;17
52208197688;150,3;17
52208254947;278,99;17
52209113058;355,18;17
52207229667;120,22;17
52207077240;344,17;17
52208097704;271,23;17
52207369597;122,63;17
52207322772;169,99;17
52208224735;525,2;17
52208198546;187,16;17
52208213825;938,12;17
52206978250;171,6;17
52208221364;469,07;17
52209113969;438,77;17
52207122250;1329,75;17
52207419195;169,99;17
52208034175;814,31;17
52208198261;525,2;17
52207122545;262,72;17
52207110183;672,87;17
52208225896;165,42;17
52207229628;330,73;17
52208262114;313,64;17
52208224732;352,71;17
52207053223;696,28;17
52207890430;378,89;17
52208022861;409,95;17
52207035021;1453,01;17
52207411651;453,05;17
52203422148;437,78;17
52207125301;197,46;17
52207021719;640,82;17
52208079359;713,12;17
52207065856;465,59;17
52207113462;207,47;17
52209126061;660,48;17
52207216917;642,89;17
52207027754;366,33;17
52200032915;605,65;17
52203410436;795,87;17
52207113424;915,49;17
52207115580;369,25;17
52208025086;633,51;17
52207035024;1445,76;17
52208177136;239,45;17
52207136476;524,87;17
52207212350;357,94;17
52209129416;642,89;17
52208257781;310,48;17
52208193055;173,23;17
52207254601;593,42;17
52208225904;373,37;17
52207125297;197,46;17
52207264342;443,55;17
52207056583;447,31;17
52208493797;624,63;17
52207433643;472,65;17
52207380141;710,33;17
52207131569;208,65;17
52207009900;176,58;17
52207411648;295,01;17
52207047418;355,59;17
52208236162;184,6;17
52207154817;593,66;17
52207234031;642,2;17
52207246605;488,59;17
52208198165;293,43;17
52208014262;454,89;17
52207133066;339,22;17
52207254605;567,6;17
52206987928;562,31;17
52208262061;313,13;17
52207842746;150,06;17
52208216612;483,08;17
52207901128;355,59;17
52203410350;139,1;17
52208025087;1060,76;17
52207069102;345,6;17
52208262187;411,84;17
52207306177;109,86;17
52208225657;352,71;17
52209113961;1657,76;17
52207154792;523,95;17
52207212283;357,94;17
52207380348;355,59;17
52207411382;453,05;17
52207229589;541,2;17
52209172835;991,22;17
52208225901;597,42;17
52208267804;277,98;17
52209126064;660,48;17
52208061999;459,34;17
52207406055;371,04;17
52207136492;527,51;17
52208262063;313,13;17
52207152301;275,36;17
52208198230;155,83;17
52209172929;713,58;17
52207254606;567,6;17
52208214969;108,42;17
52207234024;587,46;17
52207051338;527,51;17
52209126182;465,59;17
52207159628;144,17;17
52207418948;474,9;17
52207155740;728,11;17
52208052280;174,34;17
52209172997;488,72;17
52207327503;789,25;17
52207364252;169,99;17
52207141994;385,47;17
52207353455;525,66;17
52208254954;277,59;17
52207353465;713,57;17
52207142001;276,02;17
52207008224;1164,94;17
52207146213;719,8;17
52208225782;300,02;17
52207156177;358,45;17
52207147410;539,45;17
52209128626;337,52;17
52207141953;212,3;17
52207008478;317,67;17
52209172980;496,99;17
52207234033;642,2;17
52207353408;444,46;17
52207379490;641,14;17
52207046824;140,59;17
52207077241;215,64;17
52207161289;462,34;17
52202756732;618,13;17
52207160712;719,8;17
52207122281;539,45;17
52208024093;675,04;17
52207044337;242,17;17
52207068351;234,57;17
52206963006;484,29;17
52207118652;144,55;17
52202996467;405,53;17
52207154427;719,8;17
52207212247;671,82;17
52207069092;487,16;17
52209172858;1469,92;17
52208215005;281,88;17
52206972910;488,59;17
52208258216;626,7;17
52207122288;344,23;17
52209113971;835,78;17
52208216354;238,71;17
52207151671;221,72;17
52207122266;809,18;17
52207147406;1284,42;17
52208267720;370,89;17
52207045416;298,04;17
52207901276;1075,06;17
52207142022;414,01;17
52207051337;527,51;17
52207019669;332,19;17
52207076535;251,17;17
52208493610;492,48;17
52207127845;332,19;17
52208197606;808,02;17
52208033579;814,31;17
52207394307;369,25;17
52208021761;226,14;17
52207394301;750,04;17
52207250689;539,22;17
52208015672;969,66;17
52208177060;558,05;17
52207048618;764,54;17
52203410346;139,1;17
65128736169;1596,59;17
65125A0C478;1604,57;17
65129438329;1596,59;17
65129139902;854,47;17
65129383062;1411,99;17
65129875933;1357,1;17
65128736447;1596,59;17
65129382524;1411,99;17
65125A349F4;179,92;17
65128792151;1068,1;17
65128787621;1068,1;17
65129281524;885,2;17
65125A36357;1933,13;17
65128714320;1520,57;17
65129437389;1357,1;17
65129143571;854,47;17
65129399445;813,33;17
65128708264;1520,57;17
65129875930;1357,1;17
65126840417;854,47;17
65129383569;1411,99;17
65129877374;1596,59;17
65129139908;1016,64;17
65125A374F7;1933,13;17
65129281914;885,2;17
65129381795;1016,64;17
65128787637;854,47;17
65125A0BE45;1363,89;17
65129382264;1411,99;17
65128779984;854,47;17
65129437951;1596,59;17
65129877385;1596,59;17
65128707187;1520,57;17
65129437374;1085,7;17
65125A25D20;1363,89;17
65126840420;854,47;17
65128795630;854,47;17
65129382263;1411,99;17
65129381313;1016,64;17
65129365836;1016,64;17
65128787651;854,47;17
65129387409;1016,64;17
65129347820;1391,14;17
65129395933;1411,99;17
65125A04038;1085,7;17
65129351682;1411,99;17
65125A42CC1;1933,13;17
65129289250;2953,63;17
65128787620;1068,1;17
65129398068;1411,99;17
65128792138;854,47;17
65126822600;854,47;17
65129273186;2953,63;17
65128734812;1085,7;17
65125A06D86;1363,89;17
65126805298;1411,99;17
65128717604;179,92;17
65125A2BF27;1933,13;17
65129867830;854,47;17
65128736450;1596,59;17
65128779978;1068,1;17
65125A47359;1933,13;17
65128779980;1068,1;17
65129382265;1411,99;17
65125A25D16;1363,89;17
65129351683;1411,99;17
65129442168;1596,59;17
65126820536;1016,64;17
65128793320;854,47;17
65129281912;885,2;17
65125A47352;1933,13;17
65125A29249;1933,13;17
65128708263;1520,57;17
65129383570;1411,99;17
65126916989;14,8;17
65128793326;854,47;17
65129319970;85,8;17
65128720673;1085,7;17
65129343401;1391,14;17
65129381783;1016,64;17
65122448964;1520,57;17
65126935355;23,61;17
65129387385;1411,99;17
65129437377;1085,7;17
65125A3BC16;1933,13;17
65129441855;1085,7;17
65129386183;1016,64;17
65129332995;1391,14;17
65125A28AE5;1604,57;17
65129441853;1085,7;17
65129290991;885,2;17
65128787623;854,47;17
65128707200;1596,59;17
65125A071E5;1933,13;17
65128707193;1520,57;17
65128705961;1085,7;17
65129824990;1604,57;17
65128798025;854,47;17
65126806459;1411,99;17
65129875931;1357,1;17
65129437385;1357,1;17
65129386201;813,33;17
65125A071E4;1933,13;17
65125A08150;1604,57;17
65129437373;1085,7;17
65129441854;1085,7;17
65129383587;1411,99;17
65128792157;1068,1;17
65129387558;1411,99;17
65125A0EDF9;1363,89;17
52207982683;1508,36;17
65129290989;885,2;17
65125A42CC4;1933,13;17
65122622893;179,92;17
65129343403;1411,99;17
65129865530;1068,1;17
65129855885;1933,13;17
65125A4FD66;1933,13;17
65129365834;1068,1;17
65129286438;885,2;17
65129267218;885,2;17
65125A08167;1604,57;17
65129383582;1411,99;17
52237027602;580,87;17
65125A36350;1933,13;17
65129274569;2953,63;17
65128804469;1596,59;17
65128721881;1520,57;17
65129286446;2953,63;17
65128721882;1520,57;17
65126822578;854,47;17
65128782834;1068,1;17
65126943419;356,98;17
65129875927;1363,89;17
65129855887;1596,59;17
65126820528;1016,64;17
65127928373;179,92;17
65129281529;885,2;17
65128794312;854,47;17
65129824985;1604,57;17
65129365764;1411,99;17
65129348986;1411,99;17
65129398071;1411,99;17
65125A0B4E7;1933,13;17
65125A071E6;1933,13;17
65129877384;1596,59;17
65126822598;854,47;17
65129387412;813,33;17
65126825840;1520,57;17
65125A0BE46;1363,89;17
65129387568;1411,99;17
65129389850;1411,99;17
65126840402;1068,1;17
65129398928;813,33;17
65128779981;1068,1;17
65126840394;1068,1;17
65129399439;1016,64;17
65126819419;1411,99;17
65125A55D74;1933,13;17
65129381300;1016,64;17
65126840410;1068,1;17
65126991591;1520,57;17
65128792134;1068,1;17
65126907130;684,77;17
52238240162;346,29;17
65122622456;120,94;17
52238158835;138,51;17
65129437375;1085,7;17
65128720683;1085,7;17
52237009415;69,41;17
65128732651;1596,59;17
65129368380;1391,14;17
65129286426;885,2;17
65129867829;854,47;17
65129381318;1016,64;17
52207146832;730,2;17
52120007364;63,45;17
65125A0C465;1604,57;17
65129259295;885,2;17
65125A0C477;1604,57;17
65125A16A49;1933,13;17
65128721887;1520,57;17
65129347823;1391,14;17
65128792181;854,47;17
65129865532;1068,1;17
65125A24637;1363,89;17
65126805299;1411,99;17
65129382532;1411,99;17
65128736449;1596,59;17
52238210384;330,41;17
52238213398;727,19;17
52238228117;117,99;17
65125A2BF36;1933,13;17
65125A0C473;1604,57;17
65129267220;885,2;17
65128736173;1596,59;17
65129277893;2953,63;17
52238210425;193,76;17
65128717602;179,92;17
65129368373;1391,14;17
65129877380;1596,59;17
65125A12E89;1933,13;17
65129835622;179,92;17
65129824987;1604,57;17
65129139913;813,33;17
65128720679;1085,7;17
65129438333;1596,59;17
65126840408;1068,1;17
65128707190;1520,57;17
65129441857;1085,7;17
65128804461;1520,57;17
65128792131;854,47;17
65129386198;813,33;17
65125A0B4F2;1933,13;17
65125A12E95;1933,13;17
65128779973;854,47;17
65129293399;2953,63;17
65129362618;1391,14;17
65129381791;1016,64;17
65128782826;854,47;17
65125A24636;1363,89;17
65125A11E28;1363,89;17
65129398940;1016,64;17
65129383059;1411,99;17
65125A04776;1363,89;17
65129381786;813,33;17
65129281516;885,2;17
65128800154;1520,57;17
65129875914;1085,7;17
65128736166;1596,59;17
65128780006;854,47;17
65129365769;1391,14;17
65128794298;854,47;17
65128720675;1085,7;17
65126819951;1520,57;17
65129259287;885,2;17
65125A24631;1363,89;17
65129381782;1016,64;17
52207146819;599,13;17
65129398911;1016,64;17
65125A081C9;179,92;17
65128794107;1520,57;17
65129351672;1411,99;17
65128729433;179,92;17
65128804467;1520,57;17
65128798023;854,47;17
65128385897;684,77;17
65125A36346;1933,13;17
52238213399;727,19;17
65128782833;1068,1;17
65129381327;813,33;17
65125A06D91;1363,89;17
65129348982;1411,99;17
65128780766;1596,59;17
65126840411;1068,1;17
65129351671;1391,14;17
65129139906;1016,64;17
65126820535;1016,64;17
65129387408;1016,64;17
65128734809;1085,7;17
65129267225;885,2;17
65128787626;1068,1;17
65128793322;854,47;17
65128793332;854,47;17
65129365758;1391,14;17
65129350335;1016,64;17
65125A374F9;1933,13;17
65128721893;1596,59;17
65128782829;854,47;17
65129867839;854,47;17
65128794113;1520,57;17
65129286469;2953,63;17
65125A291C6;1933,13;17
65129259288;885,2;17
65129365857;813,33;17
65125A42CC8;1933,13;17
65129362603;1391,14;17
65128795642;1068,1;17
65128736171;1596,59;17
65125A3BC21;1933,13;17
52238210275;138,51;17
65128793323;854,47;17
65129824982;1604,57;17
65129381794;1016,64;17
65129437958;1596,59;17
65129286433;885,2;17
65129386190;1016,64;17
65128708256;1520,57;17
65125A04037;1085,7;17
65125A04034;1085,7;17
65128792180;1068,1;17
65129387386;1411,99;17
65126840412;1068,1;17
52238158834;138,51;17
65129398924;813,33;17
65126822595;1068,1;17
65125A47355;1933,13;17
65129381802;813,33;17
65128734816;1085,7;17
65126820538;1016,64;17
65126820537;1016,64;17
52238258811;525,2;17
65125A36344;1933,13;17
65129351157;1391,14;17
65128780003;1068,1;17
65129142413;557,49;17
65129327316;1391,14;17
65129275509;2953,63;17
52207115970;682,7;17
65125A06D87;1363,89;17
65129351165;1391,14;17
65129273173;2953,63;17
65129365755;1391,14;17
52238099515;69,41;17
65129365756;1411,99;17
65126840395;854,47;17
65125A339A9;1933,13;17
65128780769;1596,59;17
65129875913;1085,7;17
65125A0C470;1604,57;17
65128793330;1068,1;17
65125A08149;1604,57;17
65122449483;1596,59;17
65129877376;1604,57;17
65125A24046;1604,57;17
65129383061;1411,99;17
65129347824;1391,14;17
65129437950;1596,59;17
65129386189;1016,64;17
65129225125;236,9;17
65129381859;921,47;17
65128717600;179,01;17
65126959145;495,94;17
65128798183;1292,48;17
65129350338;921,47;17
65129202225;2368,01;17
65129201238;2368,01;17
65128798185;1189,1;17
65129257198;2904,25;17
65128792154;982,64;17
65128779985;982,64;17
65128798210;1007,23;17
65129345308;935,3;17
65125A11E14;1091,11;17
65129432583;179,02;17
65126821140;833,64;17
65129176958;586,63;17
65125A0BE32;1091,11;17
65125A06D78;1091,11;17
65128707006;1033,99;17
65129836961;1923,51;17
65128707017;1007,23;17
65129258145;724,87;17
65129238541;2468,61;17
65122622396;174,66;17
65128720703;1357,1;17
65129335348;815,45;17
65129381877;801,29;17
65129257501;2468,61;17
65128796370;875,84;17
65123448830;553,96;17
65123456601;765,16;17
65129218302;2904,25;17
65129246499;724,87;17
65128794309;875,84;17
65129239317;2172,37;17
65129244173;2904,25;17
65129367797;167,89;17
65129267630;155,75;17
65126821145;1042,05;17
65126820561;1169,13;17
65129257201;3169,88;17
65129251195;2172,37;17
65126822082;833,64;17
65128705960;1094,81;17
65126821146;1292,48;17
65129258278;2468,61;17
65128717551;1292,48;17
65129263947;2510,59;17
65126821165;958,69;17
65129308466;1329,35;17
65122622436;174,66;17
65129262331;2510,59;17
65129272010;2008,47;17
65129239322;2468,61;17
65129387403;935,3;17
65123456761;765,16;17
65128796369;1007,23;17
65128794313;875,84;17
65129289867;1329,35;17
