Artikel;Price EUR;RG
71241542359;19,84;20
71221684768;19,84;20
71228872603;13,25;20
46637105768;30,24;20
51147108324;31,94;20
71227108348;19,84;20
71228884706;13,25;20
71227105120;13,25;20
71227924366;13,25;20
71248560171;13,25;20
52537108224;41,08;20
71221687069;13,25;20
51147108856;40,64;20
71228504003;13,25;20
71221693069;13,25;20
71229898995;19,84;20
71247108295;13,25;20
71227924327;19,84;20
71221693152;13,25;20
71227924358;13,25;20
51147108314;31,94;20
51147108842;64,21;20
71228867578;19,84;20
71227108676;19,84;20
11277923789;13,53;20
46637108045;67,21;20
71221687042;13,25;20
71221684856;19,84;20
71248396827;19,84;20
71247925459;13,25;20
51147914779;13;20
71227924326;19,84;20
71245A7ACE7;13,25;20
71245A73B73;13,25;20
71245B3D998;13,25;20
51145A82F03;36,26;20
71215A75BC9;13,25;20
51145A82B37;75,7;20
46635A74196;48,96;20
46635A69C95;30,24;20
51145A82EF4;36,26;20
51145A82F04;36,26;20
71245B33677;13,25;20
51145A82F18;36,26;20
71221690254;13,25;20
16137106129;17,29;20
11538388143;16,73;20
71228569719;19,84;20
71221542974;19,84;20
71228864419;19,84;20
32729832010;13,58;20
61137107992;9,79;20
71227108681;13,25;20
51147108782;71,64;20
51147914773;13;20
71228404591;13,25;20
51147108321;31,94;20
71227105509;13,25;20
61271539506;21,13;20
71228885915;13,25;20
71248552591;13,25;20
71221542421;19,84;20
71217105849;13,25;20
71228873456;19,84;20
51147108315;31,94;20
71227924671;13,25;20
71221690256;13,25;20
71228884704;13,25;20
71241629317;13,25;20
32721661072;433,09;20
71229829411;13,25;20
71228860631;19,84;20
71241629658;13,25;20
71248548612;13,25;20
71228872600;13,25;20
51145A82EF1;64,21;20
51145A82EF3;36,26;20
77515A99182;22,27;20
71245A84326;13,25;20
51145A82B61;47,93;20
46635B497E9;17,29;20
71245A74843;13,25;20
61131541042;9,79;20
31427922840;19,53;20
51147108777;64,21;20
51147108866;40,64;20
46717923224;28,29;20
51147108319;31,94;20
71247108297;13,25;20
51147107799;13;20
71227108683;13,25;20
77118549940;13,25;20
33351027828;82,76;20
71228860640;13,25;20
34211692850;80,03;20
46637105726;30,24;20
71227924651;19,84;20
77118549930;13,25;20
71228865187;19,84;20
51147914754;36,26;20
51147108855;40,64;20
71227924369;13,25;20
71228860638;13,25;20
71227105643;19,84;20
63127914694;21,93;20
71241629207;13,25;20
61271539521;9,79;20
51147924393;67,16;20
71227924665;19,84;20
71229457524;13,25;20
71221688723;13,25;20
71228864423;13,25;20
71227108675;19,84;20
71241678350;13,25;20
71221542422;19,84;20
11845A64A37;48,96;20
51145A828F8;13;20
71245A84327;13,25;20
51145A65D63;37,33;20
32725A99978;433,09;20
51145A82F01;64,21;20
51145A82B62;47,93;20
46635B497F0;17,29;20
71228860639;13,25;20
33357107672;17,29;20
51147108320;31,94;20
71228880287;13,25;20
32721661086;433,09;20
46637923820;30,24;20
51147914781;13;20
46638382576;42,01;20
71221542191;13,25;20
71228885919;19,84;20
51147107805;13;20
23007915243;9,79;20
34517108210;48,96;20
71227108685;13,25;20
71228872602;13,25;20
71221542419;13,25;20
71228409927;19,84;20
18519445098;47,01;20
46637105725;30,24;20
71228860633;19,84;20
71227924354;19,84;20
71228503999;19,84;20
71241692867;13,25;20
51147914780;13;20
71228873455;19,84;20
71248565319;13,25;20
77228829994;24,79;20
71227108687;19,84;20
71248565315;13,25;20
71248392793;13,25;20
71227924655;13,25;20
71228860637;13,25;20
11217923716;30,68;20
71241690854;19,84;20
71228879771;19,84;20
77345A80145;23,11;20
46635A73021;17,29;20
46635A8DCA6;9,79;20
77515A99181;22,27;20
46635A8DCA5;9,79;20
51145A82F17;36,26;20
51145A9C4E4;13,58;20
71245A7E9F3;13,25;20
17111542091;295,43;20
63128395649;1637,16;20
11268563948;9,04;20
