Word,TF-IDF Score
люди,0.0007879204173873221
решительно,0.0007819458162708801
ради,0.000778767480922762
деревне,0.0007777258493311706
раза,0.0007773837379790539
рано,0.0007752993704189789
дни,0.0007741540640798201
руками,0.00077281036102137
постели,0.0007679318412879587
указывая,0.0007670472191189855
удивлением,0.0007647735910309125
хотелось,0.0007645832885601563
слово,0.0007644973535905089
часа,0.0007641803059592669
шепотом,0.0007633475738846759
целый,0.0007585769059456911
сначала,0.0007574955412033143
этому,0.0007574097196188077
барину,0.0007565879332480067
пойду,0.0007561414577253939
слушал,0.0007561156938298796
ядовитый,0.0007561070462706738
оба,0.0007553892560143157
молчание,0.0007519722739346519
назад,0.0007498052419862618
читать,0.0007480911393029129
хуже,0.000746466321193907
андреич,0.0007464499780394148
утром,0.0007424038643978617
мое,0.0007415602706859185
заметила,0.0007398625997142117
идет,0.0007391023878772057
велел,0.0007364408491357453
страшно,0.0007354101179952092
говорите,0.0007319680753509698
ушла,0.000731747863416777
никакого,0.000731373115290502
пристально,0.0007300349789241252
хочет,0.0007247122094984664
вокруг,0.0007242045289238863
сирени,0.0007230307172662475
смотреть,0.0007227056481402326
тех,0.0007219998126763292
улыбкой,0.0007216509530535397
стану,0.0007214241070799168
гости,0.0007202804373811765
план,0.0007197932206938733
tante,0.0007157689051310856
деревни,0.0007147341060282219
голова,0.0007140244233125478
силы,0.0007135618376773928
свете,0.0007126259358145895
ночь,0.0007110588769669863
слышно,0.0007109647976465448
прошептал,0.0007089154718556387
далеко,0.000704610941593303
робко,0.0007041073508431651
ту,0.000703656272386058
четыре,0.0007035179458899079
видеть,0.0007030755343296724
шляпу,0.0007030376873042075
кричал,0.0006991369255524407
упреком,0.0006984249600470304
торопливо,0.0006952287688434447
здоровье,0.0006941878260932428
думаю,0.0006931748471826162
говорю,0.0006929196379042572
хозяйки,0.0006906025451608325
счастлив,0.0006905713816851194
думаешь,0.0006903520421977003
слышишь,0.0006903146163339743
боюсь,0.0006902167218186196
поедем,0.0006896191782127627
пожалуйста,0.0006882728047743984
двадцать,0.0006860612473064376
станет,0.0006838585666365955
комнаты,0.000683608137833336
времени,0.0006828096797112337
стали,0.0006826313710477304
взять,0.0006818636404818669
любить,0.0006814988667638346
прощай,0.0006799327008205227
подумать,0.0006788422094123124
поглядел,0.0006774332640292202
писал,0.0006770686608070303
которые,0.0006758011454759362
грозно,0.000674398116606218
около,0.0006743404637312858
жена,0.0006741403765565067
женщины,0.0006739312518215981
книгу,0.0006733875594089238
тяжело,0.0006731036973963836
плохо,0.0006686093146746245
видите,0.0006675750985755851
непременно,0.0006650205645896407
места,0.0006636744631769789
радости,0.0006620555007925724
хотела,0.0006617344036266
одного,0.000660210198655631
обломовке,0.0006588063132323965
чему,0.000655458523151529
говоришь,0.0006542872807929571
одну,0.0006534793289868231
сказали,0.000652238524689331
самого,0.0006505004274826883
таким,0.0006502063341252778
квартира,0.000649855328287727
небрежно,0.0006489030200504186
вечером,0.0006487787815521317
напрасно,0.0006486830318828286
барышня,0.0006473292150696807
года,0.000646339046037433
стороне,0.0006456074884329954
нашел,0.0006451149650250656
которой,0.0006449460445563674
дети,0.0006438302307874564
говорили,0.000643364416694785
помню,0.0006425687462214822
неловко,0.00064176806722697
которая,0.0006414854802385232
подле,0.0006402188457827304
ответ,0.0006387692908522178
нынче,0.0006382071199435354
месте,0.0006381219267024193
свет,0.0006372497373792975
лежит,0.0006365886065834269
везде,0.0006361546051212566
которого,0.0006349350693825383
жил,0.000632778322926522
язык,0.0006316735361232293
какую,0.0006312832440510338
смотрела,0.000631112703822439
голове,0.0006283913694195328
доктор,0.0006254918023197721
душе,0.0006243782477238541
сделает,0.0006241464595678462
минуты,0.0006240975315153556
нос,0.000623702125507678
дурак,0.0006227340572360255
обе,0.000622605083531462
часто,0.0006208945265129365
этих,0.0006205557579679689
неделе,0.0006198154757381048
странно,0.00061963069033574
ждал,0.0006186694572204286
случилось,0.00061794643211973
продолжала,0.0006175712447010511
плакать,0.0006161695924137703
стыдно,0.00061567055394509
зато,0.0006153078540202682
тысяч,0.0006141277939756884
обед,0.0006139128341285407
никому,0.0006136316832687381
слезами,0.0006126986360584157
виноват,0.0006105667120425966
спросить,0.0006092462297173448
кроме,0.0006089270065896053
ходит,0.0006087039568565252
головы,0.0006083531854864493
посмотреть,0.000607959054304406
хорош,0.0006071655091130453
своим,0.0006070459298595605
будешь,0.0006069599112722998
часов,0.0006069122358671992
образ,0.0006064682166319408
сидит,0.000606390931486945
коли,0.0006039138157397459
ясно,0.000601529346604045
среди,0.0006008504567882811
раздумье,0.0006002085056987945
ваш,0.0005999867754520244
квартиры,0.0005987154430266984
ошибка,0.0005986569313883774
которую,0.0005983897758038567
своему,0.0005982997484600168
могла,0.0005971616325473139
утро,0.0005970894149498127
счастлива,0.0005962738045232399
детей,0.0005953117537410618
слышите,0.0005951728340506774
стала,0.0005937792344387215
взяв,0.0005937416423098161
лишь,0.0005911131268723617
неправда,0.0005910297320624665
немец,0.0005907915267480835
почему,0.0005898458115694364
бумаги,0.0005896202521633741
сквозь,0.0005893099584769971
умею,0.0005885019409458955
ходить,0.0005881374396459161
спину,0.0005869806413505639
стараясь,0.0005851517807906367
двух,0.0005848305108446806
сидел,0.0005841519985250165
слышал,0.0005832371972430944
ночью,0.0005826561061324422
равно,0.0005818782052845706
вопросительно,0.0005817493546476613
мимо,0.0005812039472809143
матери,0.0005792817516305035
встал,0.0005782188955230647
начала,0.0005774223691905237
диван,0.0005771048972924276
законное,0.0005767156322744307
передней,0.0005760608416781977
утра,0.000574149378440098
отца,0.0005735717362204993
ум,0.0005720604335844483
своем,0.0005719381727375819
неделю,0.0005707644910585389
воскресенье,0.0005705263959568707
вырвалось,0.0005690547035819412
своих,0.0005664934572341084
